,name_used,summary
starwort root,starwort root,"This is an alphabetical listing of wort plants, meaning plants that employ the syllable wort in their English-language common names.
According to the Oxford English Dictionary's Ask Oxford site, ""A word with the suffix -wort is often very old. The Old English word was wyrt, from Proto-Indo-European origins that connect it to root. It was often used in the names of herbs and plants that had medicinal uses, the first part of the word denoting the complaint against which it might be specially efficacious. By the middle of the 17th-century -wort was beginning to fade from everyday use.The Naturalist Newsletter states, ""Wort derives from the Old English wyrt, which simply meant plant. The word goes back even further, to the common ancestor of English and German, to the Germanic wurtiz. Wurtiz also evolved into the modern German word Wurzel, meaning root."""
stem of kadsura pepper,Dit da jow,"Dit da jow is a common Chinese liniment used as a folk remedy to supposedly heal external injuries, such as bruises or sore muscles."
stem of leatherleaf mahonia,Shrub,"A shrub or bush is a small- to medium-sized perennial woody plant. Unlike herbaceous plants, shrubs have persistent woody stems above the ground. They are distinguished from trees by their multiple stems and shorter height, less than 6 m-10 m (20 ft–33 ft) tall. Small shrubs, less than 2 m (6.6 ft) tall are sometimes termed subshrubs."
stem of taiwan erycibe,Chinese herbology,"Chinese herbology (simplified Chinese: 中药学; traditional Chinese: 中藥學; pinyin: zhōngyào xué) is the theory of traditional Chinese herbal therapy, which accounts for the majority of treatments in traditional Chinese medicine (TCM).
A Nature editorial described TCM as ""fraught with pseudoscience"", and said that the most obvious reason why it has not delivered many cures is that the majority of its treatments have no logical mechanism of action.The term herbology is misleading in the sense that, while plant elements are by far the most commonly used substances, animal, human, and mineral products are also utilized, among which some are poisonous.
Thus, the term ""medicinal"" (instead of herb) is usually preferred as a translation for 药 (pinyin: yào).Research into the effectiveness of traditional Chinese herbal therapy is of poor quality and often tainted by bias, with little or no rigorous evidence of efficacy.
There are concerns over a number of potentially toxic Chinese herbs."
stephania root,Stephania tetrandra,"Stephania tetrandra is a herbaceous perennial vine of the Menispermaceae family native to China and Taiwan. It grows from a short, woody caudex, climbing to a height of around three meters. The leaves are arranged spirally on the stem, and are peltate, i.e. with the leaf petiole attached near the centre of the leaf. Its root is used in traditional Chinese medicine (TCM)."
stevia,stevia,"Stevia () is a sweetener and sugar substitute derived from the leaves of the plant species Stevia rebaudiana, native to Brazil and Paraguay.
The body does not metabolize the glycosides in stevia, so it contains zero calories like some artificial sweeteners.
Stevia's taste has a slower onset and longer duration than that of sugar, and some of its extracts may have a bitter or licorice-like aftertaste at high concentrations.
The legal status of stevia as a food additive or dietary supplement varies from country to country.
In the United States, high-purity stevia glycoside extracts have been generally recognized as safe (GRAS) since 2008, and are allowed in food products, but stevia leaf and crude extracts do not have GRAS or Food and Drug Administration (FDA) approval for use in food.
The European Union approved stevia additives in 2011, while in Japan stevia has been widely used as a sweetener for decades."
stinging nettle leaf,stinging nettle leaf,"Urtica dioica, often known as common nettle, stinging nettle (although not all plants of this species sting) or nettle leaf, or just a nettle or stinger, is a herbaceous perennial flowering plant in the family Urticaceae. Originally native to Europe, much of temperate Asia and western North Africa, it is now found worldwide, including New Zealand and  North America. The species is divided into six subspecies, five of which have many hollow stinging hairs called trichomes on the leaves and stems, which act like hypodermic needles, injecting histamine and other chemicals that produce a stinging sensation upon contact (""contact urticaria"", a form of contact dermatitis). The plant has a long history of use as a source for traditional medicine, food, tea, and textile raw material in ancient societies."
storax,Dry cask storage,"Ideally, the steel cylinder provides leak-tight containment of the spent fuel.
Each cylinder is surrounded by additional steel, concrete, or other material to provide radiation shielding to workers and members of the public.
With some designs, the steel cylinders containing the fuel are placed vertically in a concrete vault; other designs orient the cylinders horizontally.
The concrete vaults provide the radiation shielding.
Other cask designs orient the steel cylinder vertically on a concrete pad at a dry cask storage site and use both metal and concrete outer cylinders for radiation shielding.
Currently there is no long term permanent storage facility; dry cask storage is designed as an interim safer solution than spent fuel pool storage.
Three companies – Holtec International, NAC International and Areva-Transnuclear NUHOMS – are marketing Independent Spent Fuel Storage Installations (ISFSI's) based upon an unshielded multi-purpose canister which is transported and stored in on-site vertical or horizontal shielded storage modules constructed of steel and concrete."
swallow-wort root,swallow-wort root,"Asclepias tuberosa, the butterfly weed, is a species of milkweed native to eastern North America. It is commonly known as butterfly weed because of the butterflies that are attracted to the plant by its color and its copious production of nectar. It is also the larval food plant of the queen and monarch butterflies, as well as the dogbane tiger moth, milkweed tussock moth, and the unexpected cycnia. Hummingbirds, bees and other insects are also attracted.

"
sweet wormwood herb,sweet wormwood herb,"Artemisia annua, also known as sweet wormwood, sweet annie, sweet sagewort, annual mugwort or annual wormwood (Chinese: 黄花蒿; pinyin: huánghuāhāo), is a common type of wormwood native to temperate Asia, but naturalized in many countries including scattered parts of North America."
sword bean,sword bean,"""Sword Bean"" and variants redirect here. This term is also used for other legumes, notably the Common Jack-bean.

Canavalia gladiata, usually called sword bean, is a domesticated plant species in the legume (Fabaceae). The legume is a used as a vegetable in interiors of central and south central India, though not commercially farmed. In Telugu it is called chamma kaya also called Tammi kaya. In Tamil it is called valavaraik-kay or valavaran-gai which means, the vegetable that looks like a sword. In Khmer, it is called sânndaèk triës (សណ្តែកទ្រៀស).
The fruits are eaten as a vegetable in Africa and Asia."
szechuan lovage root,szechuan lovage root,"It has a unique aroma and flavor that is neither hot like chili peppers nor pungent like black pepper.
It is commonly used in Sichuanese dishes such as mapo doufu and Chongqing hot pot, and is often added together with chili peppers to create a flavor known in Mandarin as málà (麻辣; ""numb-spiciness"").
Despite its name, Sichuan pepper is not closely related to either black pepper or the chili pepper.
It comes from the seeds of at least two species of small trees in the global genus Zanthoxylum, colloquially known as ""prickly ash"", in the family Rutaceae, which includes citrus and rue.
The husk or hull (pericarp) around the seeds may be used whole, especially in Sichuan cuisine, and the finely ground powder is one of the ingredients for five-spice powder.
Related species are used in the cuisines of Tibet, Bhutan, Nepal, Thailand, the Konkani and Kumaoni people of Northeast India, and the Toba Batak of Indonesia."
