,name_used,summary
fructus Foeniculi,Fennel,"Dried fennel fruit is an aromatic, anise-flavored spice, brown or green in color when fresh, slowly turning a dull grey as the fruit ages.
Emperor Charlemagne required the cultivation of fennel on all imperial farms.Many species in the family Apiaceae or Umbelliferae are superficially similar to fennel, and some, such as poison hemlock, are toxic, so it is unwise, and potentially extremely dangerous, to use any part of any of these plants as a herb or vegetable unless it can be positively identified as being edible.
Lomatium species tend to prefer dry rocky soils devoid of organic material.Fennel is widely cultivated, both in its native range and elsewhere, for its edible, strongly flavored leaves and fruits.
Its aniseed flavor comes from anethole, an aromatic compound also found in anise and star anise, and its taste and aroma are similar to theirs, though usually not as strong.Florence fennel (Foeniculum vulgare Azoricum Group; syn."
fructus Sophorae,Styphnolobium japonicum,"Styphnolobium japonicum (L.) Schott, the Japanese pagoda tree (Chinese scholar tree, pagoda tree; syn.
Sophora japonica) is a species of tree in the subfamily Faboideae of the pea family Fabaceae.
The leaves are alternate, pinnate, with 9–21 leaflets, and the flowers in pendulous racemes similar to those of the Black locust.The Guilty Chinese Scholartree was a historic pagoda tree in Beijing, from which the last emperor of the Ming dynasty, Chongzhen, hanged himself.The dried flower buds may contain as much as 20% rutin with some quercetin.
It grows into a lofty tree 10–20 m tall with an equal spread, and produces a fine, dark brown timber.S. japonicum (Chinese: 槐; pinyin: huái; formerly Sophora japonica) is one of the 50 fundamental herbs used in traditional Chinese medicine.The flowers and leaves are sometimes used for teas, such as by families in Laoshan Village, Shandong Province, China."
fructus hippophae,fructus hippophae,"Indeed, fruit type in general has proved to be an unreliable guide to flowering plant relationships.The pome fruits produced by plants in subtribe Pyrinae of family Rosaceae, such as apples and pears, have a structure (the core) in which tough tissue clearly separates the seeds from the outer softer pericarp.
Common fruits that are sometimes classified as epigynous berries include bananas, coffee, members of the genus Vaccinium (e.g., cranberries and blueberries), and members of the family Cucurbitaceae (gourds, cucumbers, melons and squash).Aggregate or compound fruits contain seeds from different ovaries of a single flower, with the individual ""fruitlets"" joined together at maturity to form the complete fruit.
Oranges make up 43% of the total.‡Prepared fruit here is ""fruit, nuts and peel, including frozen, prepared or preserved, jam, paste, marmalade, purée and cooked fruits, other than those listed separately"".Drupes are fleshy fruits produced from a (usually) single-seeded ovary with a hard woody layer (called the endocarp) surrounding the seed."
herba Menthae,Po Chai Pills,"On 8 March 2010, sales of the pills and the capsule form of Po Chai from Li Chung Shing Tong were temporarily halted in Singapore as a precaution because traces of phenolphthalein and sibutramine were detected by the company in batches of the capsule form of Po Chai, and were recalled.
On 24 March 2010, Hong Kong's Department of Health recalled both Po Chai Pills Capsule Form and Po Chai Pills Bottle Form from local retail outlets and consumers.On 11 May 2010, a licensed manufacturer in proprietary Chinese medicine, Li Chung Shing Tong (Holdings) Ltd. HK was given the green light to resume production and marketing of Po Chai Pills Bottle Form.
In connection, the manufacturer has withdrawn the application for registration of Po Chai Pills Capsule Form which ceased to be produced in late March 2010.Po Chai Pills & Li Chung Shing Tong homepage
Magnolia (Hou-Po) root bark"
herba ecliptae,Anshen Buxin Wan,"Anshen Buxin Wan (simplified Chinese: 安神补心丸; traditional Chinese: 安神補心丸) is a dark brown or sugar-coated pill used in Traditional Chinese medicine to ""calm the spirit and tonify the heart"". It acts as a sedative and has adaptogenic properties. It is used to nourish the heart and calm the nerves caused by ""yin and blood deficiencies"".The Decoctum Tranquilizici Concentratum is a decoction of Cortex Albiziae (合欢皮), Semen Cuscutae (大豆菟丝子), Herba Ecliptae (旱莲草), Fructus Ligustri Lucidi (女贞子), Caulis Polygoni Multiflori (首乌藤), Radix Rehmanniae (生地黄) and Concha Margaritifera Usta (珍珠母).Chinese classic herbal formula
Bu Zhong Yi Qi Wan
Chaihu Shugan Wan"
omphalia,omphalia,"Omphalina is a genus of small agarics with white, nonamyloid, basidiospores and decurrent gills.
Similarly-shaped agarics are said to be omphalinoid in appearance.Molecular phylogenetic studies using DNA show this species and others on mosses with reddish brown to yellowish brown pigments that encrust the hyphal walls are related, while many other former Omphalinas are distantly related and are classified in other orders, or families, and in other genera.Lichenized omphalinas, which are basidiolichens, are now placed in Lichenomphalia.
Excluded species whose exclusion is supported by molecular analysis, include the genera: Blasiphalia, Chrysomphalina, Chromosera, Contumyces, Gerronema, Haasiella, Loreleia, Rickenella, etc.Omphalina is the diminutive of Omphalia which is a reference to the belly button or navel-like appearance of the small dome-shaped caps with a central depression.
It derives from the Greek word omphalos.Omphalina in the modern sense is a small genus of bryophyte colonizing mushrooms.
The now conserved type species is Omphalina pyxidata[1][2][3]."
pollen typhae,pollen typhae,"Shaofu Zhuyu Wan (Chinese: 少腹逐瘀丸) is a blackish-brown pill used in Traditional Chinese medicine to ""promote blood flow, remove blood stasis, dispel cold and relieve pain"". It is aromatic and tastes pungent and bitter. It is used in cases of ""menstrual disorder caused by blood stasis together with cold, accompanied by distension and pain in the lower abdomen, lumbago and leukorrhea"". The binding agent is honey.Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
polyporus umbellatus,polyporus umbellatus,"Polyporus umbellatus is a rare, edible species of mushroom, found growing on roots of old beeches or oak (e.g.). It is also called lumpy bracket and umbrella polypore.The fruit body is composed of numerous (sometimes several hundred) caps. They are 1–4 cm in diameter, deeply umbilicate, light brown, and form the extremities of a strong, many branched stalk. The compound fungus can be up to 40 cm in diameter. 
The pores are narrow and white. The stalk is whitish grey, and originates from a strong, tuber-like nodule that is underground. The flesh is white, rather soft when young, although hardens with age.Choice edible. Fantastic fried in butter or olive oil on medium heat. Very savory. Great with meats and starches.Polyporus umbellatus  may contain bioactive compounds with immunostimulating, anticancer, anti-inflammatory, and hepatoprotective properties."
radix Peucedani,Qingfei Yihuo Wan,"Qingfei Yihuo Wan (Chinese: 清肺抑火丸) is a yellowish-brown honeyed pill used in Traditional Chinese medicine to ""remove heat from the lungs, relieve cough, resolve phlegm and relax the bowels"". It has a slight odor, and tastes bitter. It is used where there is ""heat in the lung marked by cough, yellowish sticky phlegm, dryness of the mouth, sore throat and constipation"".Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
radix asteris,List of the prehistoric life of Kansas,"†Pachyrhizodus caninus – or unidentified comparable form
†Ptychodus anonymus – or unidentified comparable form
†Squalicorax pristodontus – or unidentified comparable form
†Asterotheca miltoni – or unidentified comparable form
†Edestus heinrichi – or unidentified comparable form
†Neuropteris auriculata – tentative report
†Sphenophyllum stoukenbergi – or unidentified comparable form
†Sphenophyllum thonii – or unidentified comparable form
†Arctodus pristinus – or unidentified comparable form
†Castoroides ohioensis – or unidentified comparable form
†Cynomys gunnisoni – or unidentified comparable form
†Equus giganteus – or unidentified comparable form
†Lepomis humilis – or unidentified comparable form
†Neotoma floridana – or unidentified comparable form
†Platygonus compressus – or unidentified comparable form
Plegadis – or unidentified comparable form
†Rana areolata – or unidentified comparable form
†Rana areolata – or unidentified comparable form
†Reithrodontomys montanus – or unidentified comparable form
†Spermophilus franklinii – or unidentified comparable form
†Thamnophis sauritus – or unidentified comparable form
Tympanuchus – or unidentified comparable form"
radix tripterygii wilfordii,List of traditional Chinese medicines,"Human penis is believed under TCM to stop bleeding, and as with other TCM medicines, the basis for belief in its therapeutic effects is anecdotal and not based on the scientific method; Li Shizhen, author of the greatest pharmacological work in pre-modern China, the Bencao Gangmu, objected to use of human penis, but cited the anecdotal evidence and included it in the Bencao Gangmu, which is still a standard reference today.The secretions of various species of toads are an ingredient in certain traditional Chinese teas.
Exposure to flying squirrel feces in the wild has been associated with Rickettsia infections.Cayenne pepper is believed under TCM to be a prophylactic medicine.Lily bulbs (Bai He) are used in TCM to treat dry cough, dry and sore throat, and wheezing.Ginseng root is the most widely sold traditional Chinese medicine."
semen arecae,Lidan Paishi Pian,"Lidan Paishi Pian (simplified Chinese: 利胆排石片; traditional Chinese: 利膽排石片) is a sugar-coated tablet or film-coated tablet with a brown core, used in Traditional Chinese medicine to ""remove damp-heat, increase the flow of bile and expel calculi"". It tastes bitter and salty.
It is used when there are symptoms of ""cholelithiasis, infection of the biliary tract, and cholecystitis"".A traditional Chinese doctor typically prescribes about 6 to 10 tablets for expelling calculi, and about 4 to 6 tablets for treating inflammation, twice a day.Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
